year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2006,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2007,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2008,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2009,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2011,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2012,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2013,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2014,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2015,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2016,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2017,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2018,4,Hippocampus hippocampus,Short-snouted Seahorse,DD,0,0,0,0,1
2010,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2011,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2012,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2013,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2014,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2016,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2017,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2018,4,Labrus mixtus,Cuckoo Wrasse,LC,0,0,0,0,1
2015,4,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2016,4,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2017,4,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2018,4,Lepadogaster purpurea,Cornish Sucker,LC,0,0,0,0,1
2014,4,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,4,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2016,4,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2017,4,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2018,4,Lipophrys pholis,Shanny,LC,0,0,0,0,1
2015,4,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2016,4,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2017,4,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2018,4,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2015,4,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2016,4,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2017,4,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2018,4,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2011,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2012,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2013,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2014,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2015,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2016,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2017,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2018,4,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2000,4,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2001,4,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2002,4,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2003,4,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2004,4,Alca torda,Razorbill,LC,0,0,0,0,1
2005,4,Alca torda,Razorbill,LC,0,0,0,0,1
2006,4,Alca torda,Razorbill,LC,0,0,0,0,1
2007,4,Alca torda,Razorbill,LC,0,0,0,0,1
2008,4,Alca torda,Razorbill,LC,0,0,0,0,1
2009,4,Alca torda,Razorbill,LC,0,0,0,0,1
2010,4,Alca torda,Razorbill,LC,0,0,0,0,1
2011,4,Alca torda,Razorbill,LC,0,0,0,0,1
2012,4,Alca torda,Razorbill,LC,0,0,0,0,1
2013,4,Alca torda,Razorbill,LC,0,0,0,0,1
2014,4,Alca torda,Razorbill,LC,0,0,0,0,1
2015,4,Alca torda,Razorbill,NT,0,0,0,0,1
2016,4,Alca torda,Razorbill,NT,0,0,0,0,1
2017,4,Alca torda,Razorbill,NT,0,0,0,0,1
2018,4,Alca torda,Razorbill,NT,0,0,0,0,1
2000,4,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2001,4,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2002,4,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2003,4,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2004,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2005,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2006,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2007,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2008,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2009,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2010,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2011,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2012,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2013,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2014,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2015,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2016,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2017,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2018,4,Catharacta skua,Great Skua,LC,0,0,1,1,1
2000,4,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2001,4,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2002,4,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2003,4,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2004,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2005,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2006,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2007,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2008,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2009,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2010,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2011,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2012,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2013,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2014,4,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2015,4,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2016,4,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2017,4,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2018,4,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2000,4,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2001,4,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2002,4,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2003,4,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2004,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2005,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2006,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2007,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2008,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2009,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2010,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2011,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2012,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2013,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2014,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2015,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2016,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2017,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2018,4,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2000,4,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2001,4,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2002,4,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2003,4,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2004,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2005,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2006,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2007,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2008,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2009,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2010,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2011,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2012,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2013,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2014,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2015,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2016,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2017,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2018,4,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2000,4,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2001,4,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2002,4,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2003,4,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2004,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2005,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2006,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2007,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2008,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2009,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2010,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2011,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2012,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2013,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2015,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2016,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2017,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2018,4,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,4,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2015,4,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2016,4,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2017,4,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2018,4,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2000,4,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2001,4,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2002,4,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2003,4,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2004,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2005,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2006,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2007,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2008,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2009,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2010,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2011,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2012,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2013,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2014,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2015,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2016,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2017,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2018,4,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2000,4,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2001,4,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2002,4,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2003,4,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2004,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2005,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2006,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2007,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2008,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2009,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2010,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2011,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2012,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2013,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2014,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2015,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2016,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2017,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2018,4,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2000,4,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2001,4,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2002,4,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2003,4,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2004,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2005,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2006,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2007,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2008,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2009,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2010,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2011,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2012,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2013,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2014,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2015,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2016,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2017,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2018,4,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2000,4,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2001,4,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2002,4,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2003,4,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2004,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2005,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2006,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2007,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2008,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2009,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2010,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2011,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2012,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2013,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2014,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2015,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2016,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2017,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2018,4,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2000,4,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2001,4,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2002,4,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2003,4,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2004,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2005,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2006,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2007,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2008,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2009,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2010,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2011,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2012,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2013,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2014,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2015,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2016,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2017,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2018,4,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2000,4,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2001,4,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2002,4,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2003,4,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2004,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2005,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2006,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2007,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2008,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2009,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2010,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2011,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2012,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2013,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2014,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2015,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2016,4,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2017,4,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2018,4,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2000,4,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2001,4,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2002,4,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2003,4,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2004,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2005,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2006,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2007,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2008,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2009,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2010,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2011,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2012,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2013,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2014,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2015,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2016,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2017,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2018,4,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2000,4,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2001,4,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2002,4,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2003,4,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2004,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2005,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2006,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2007,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2008,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2009,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2010,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2011,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2012,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2013,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2014,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2015,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2016,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2017,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2018,4,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2000,4,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2001,4,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2002,4,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2003,4,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2004,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2005,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2006,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2007,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2008,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2009,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2010,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2011,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2012,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2013,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2014,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2015,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2016,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2017,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2018,4,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2000,4,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2001,4,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2002,4,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2003,4,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2004,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2005,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2006,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2007,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2008,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2009,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2010,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2011,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2012,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2013,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2014,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2015,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2016,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2017,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2018,4,Uria aalge,Common Murre,LC,0,0,1,1,1
2000,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2001,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2002,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2003,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2004,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2005,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2006,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2007,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2008,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2009,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2010,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2011,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2012,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2013,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2014,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2015,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2016,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2017,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2018,4,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2000,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2001,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2002,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2003,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2004,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2005,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2006,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2007,4,Galeorhinus galeus,Tope,VU,0,0,0,0,1
